transaction_id,customer_id,store_id,date,time,drink_type,food_item,drink_price,food_price,payment_method,order_method,total_amount
584,136,3,2024-09-24 21:09,21:09:54,Cold Brew,Bagel,6.05,0.13,Mobile,In-Store,6.18
585,468,4,2024-06-04 15:48,15:48:39,Hot Chocolate,None,5.72,0.74,Mobile,In-Store,6.46
586,3,3,2024-12-06 10:04,10:04:05,Cold Brew,Sandwich,5.13,2.61,Card,Mobile App,7.74
587,144,2,2024-12-12 14:13,14:13:44,Americano,None,5.46,3.50,Card,In-Store,8.96
588,30,5,2024-11-06 11:23,11:23:09,Espresso,Muffin,4.32,2.24,Card,In-Store,6.56
589,237,2,2024-06-09 12:02,12:02:23,Hot Chocolate,Muffin,5.28,4.65,Card,Mobile App,9.93
590,279,3,2024-04-03 17:27,17:27:06,Mocha,Muffin,4.97,0.44,Cash,In-Store,5.41
591,348,3,2024-05-30 15:02,15:02:23,Hot Chocolate,Oatmeal,3.90,1.16,Card,In-Store,5.06
592,115,2,2024-12-29 12:33,12:33:29,Latte,None,4.23,5.56,Mobile,Mobile App,9.79
593,104,1,2025-02-07 19:18,19:18:06,Latte,Muffin,4.38,1.14,Mobile,In-Store,5.51
594,118,1,2025-02-05 12:19,12:19:11,Latte,None,6.27,5.12,Card,Mobile App,11.39
595,5,1,2024-06-07 16:29,16:29:19,Americano,Muffin,4.19,0.44,Mobile,In-Store,4.63
596,468,3,2024-08-13 16:39,16:39:02,Cold Brew,Cake Pop,4.37,3.26,Mobile,In-Store,7.63
597,360,4,2024-02-26 18:45,18:45:24,Tea,Muffin,4.61,1.42,Mobile,Mobile App,6.03
598,248,3,2024-06-06 19:02,19:02:26,Hot Chocolate,Oatmeal,5.49,0.88,Card,Mobile App,6.37
599,364,4,2025-01-31 15:07,15:07:30,Tea,Bagel,3.85,4.54,Card,Mobile App,8.39
600,321,2,2024-09-19 10:39,10:39:23,Americano,None,6.36,7.43,Card,In-Store,13.79
601,121,5,2024-06-13 16:17,16:17:18,Hot Chocolate,Cake Pop,6.10,0.44,Mobile,In-Store,6.54
602,286,4,2024-06-27 11:14,11:14:12,Americano,Croissant,5.23,3.37,Card,Mobile App,8.60
603,149,1,2024-11-23 11:42,11:42:49,Cold Brew,Sandwich,5.52,5.66,Card,Mobile App,11.18
604,84,3,2024-07-02 21:06,21:06:48,Cold Brew,Protein Box,3.55,3.70,Mobile,Mobile App,7.25
605,454,2,2024-09-05 7:09,7:09:51,Americano,Protein Box,4.52,6.45,Mobile,Mobile App,10.97
606,406,1,2024-10-09 6:02,6:02:46,Mocha,Protein Box,5.89,1.44,Mobile,Mobile App,7.32
607,466,2,2024-12-16 10:43,10:43:11,Frappuccino,Muffin,3.73,7.68,Mobile,In-Store,11.41
608,456,5,2024-03-15 15:39,15:39:55,Cold Brew,Sandwich,4.35,3.08,Card,In-Store,7.43
609,231,3,2024-05-18 19:32,19:32:06,Hot Chocolate,Bagel,5.26,2.73,Mobile,In-Store,7.99
610,288,3,2024-06-25 11:26,11:26:05,Hot Chocolate,Muffin,4.27,7.00,Cash,In-Store,11.27
611,161,5,2024-07-07 10:20,10:20:52,Hot Chocolate,Muffin,6.30,4.51,Mobile,In-Store,10.81
612,272,3,2024-07-29 8:10,8:10:47,Tea,Oatmeal,3.89,4.13,Mobile,In-Store,8.02
613,460,4,2024-08-27 18:48,18:48:11,Frappuccino,Cake Pop,5.89,5.82,Mobile,In-Store,11.71
614,38,2,2025-01-14 1:28,1:28:53,Tea,Muffin,5.02,4.64,Mobile,Mobile App,9.66
615,500,1,2024-05-12 9:35,9:35:07,Latte,Cookie,5.75,1.30,Mobile,Mobile App,7.05
616,226,5,2024-02-29 21:28,21:28:38,Cold Brew,Protein Box,4.43,5.39,Mobile,Mobile App,9.83
617,142,4,2024-10-17 10:59,10:59:29,Cold Brew,Croissant,5.04,1.07,Mobile,In-Store,6.11
618,292,1,2024-07-11 2:54,2:54:36,Cappuccino,Sandwich,6.07,6.45,Mobile,In-Store,12.52
619,481,1,2024-09-13 11:11,11:11:36,Mocha,Bagel,4.90,7.92,Card,Mobile App,12.82
620,151,5,2024-11-01 20:13,20:13:05,Frappuccino,Bagel,4.58,3.02,Mobile,In-Store,7.60
621,114,4,2024-03-15 9:34,9:34:26,Latte,Muffin,5.11,3.56,Mobile,In-Store,8.67
622,237,1,2024-07-01 1:31,1:31:03,Tea,Croissant,5.65,0.37,Card,Mobile App,6.02
623,66,1,2024-08-07 9:30,9:30:48,Frappuccino,None,4.83,0.11,Mobile,Mobile App,4.94
624,361,4,2024-05-08 12:29,12:29:11,Espresso,Sandwich,6.32,7.37,Card,Mobile App,13.69
625,341,3,2024-06-01 2:09,2:09:15,Latte,Oatmeal,4.38,1.03,Cash,Mobile App,5.41
626,258,1,2024-11-03 12:22,12:22:51,Tea,Oatmeal,4.93,3.57,Mobile,In-Store,8.49
627,475,2,2024-03-03 3:12,3:12:30,Americano,Bagel,5.77,6.52,Cash,In-Store,12.29
628,249,4,2024-10-27 7:10,7:10:24,Hot Chocolate,Muffin,5.57,7.11,Card,In-Store,12.68
629,457,1,2025-02-03 12:47,12:47:30,Mocha,Croissant,6.09,4.16,Cash,In-Store,10.25
630,449,5,2024-10-27 7:21,7:21:03,Americano,Muffin,6.49,4.52,Card,In-Store,11.01
631,331,2,2024-06-18 20:37,20:37:11,Espresso,Protein Box,4.78,5.36,Mobile,In-Store,10.14
632,323,1,2024-10-11 21:12,21:12:35,Latte,None,3.83,7.69,Card,In-Store,11.52
633,180,2,2024-03-10 2:53,2:53:53,Cappuccino,Oatmeal,3.59,4.82,Mobile,In-Store,8.41
634,190,2,2025-01-22 18:57,18:57:49,Espresso,Oatmeal,5.68,4.48,Mobile,In-Store,10.16
635,407,3,2024-06-27 15:05,15:05:04,Latte,Croissant,6.12,0.12,Mobile,Mobile App,6.24
636,154,2,2024-09-04 20:02,20:02:02,Tea,Croissant,4.16,0.65,Mobile,In-Store,4.81
637,196,3,2024-04-05 20:42,20:42:15,Cold Brew,Protein Box,3.98,4.62,Mobile,Mobile App,8.59
638,466,4,2024-11-11 6:10,6:10:59,Mocha,Muffin,3.69,7.49,Card,In-Store,11.18
639,311,3,2024-07-08 0:57,0:57:08,Americano,Oatmeal,5.97,6.93,Cash,In-Store,12.90
640,262,5,2024-09-11 4:30,4:30:55,Mocha,None,4.43,7.86,Mobile,Mobile App,12.29
641,419,1,2024-03-31 1:20,1:20:21,Espresso,Bagel,4.71,4.22,Cash,In-Store,8.93
642,406,4,2024-06-05 18:03,18:03:31,Mocha,Oatmeal,5.01,6.30,Cash,Mobile App,11.31
643,427,4,2024-04-12 3:05,3:05:32,Hot Chocolate,Bagel,6.02,6.72,Mobile,Mobile App,12.74
644,143,5,2024-12-24 22:29,22:29:45,Tea,Cookie,5.45,5.18,Mobile,Mobile App,10.64
645,342,3,2024-10-21 7:37,7:37:38,Latte,None,5.35,2.71,Card,In-Store,8.06
646,316,1,2024-12-20 23:52,23:52:05,Americano,Oatmeal,4.03,3.76,Card,In-Store,7.79
647,101,3,2024-05-18 9:59,9:59:28,Hot Chocolate,Bagel,5.04,6.86,Card,In-Store,11.90
648,244,2,2024-02-28 16:01,16:01:33,Espresso,Sandwich,5.65,2.39,Card,In-Store,8.03
649,490,3,2024-06-26 11:06,11:06:20,Hot Chocolate,Protein Box,6.42,7.39,Mobile,Mobile App,13.81
650,12,4,2025-01-02 6:43,6:43:13,Cold Brew,Bagel,4.10,1.84,Mobile,Mobile App,5.94
651,239,1,2024-04-08 22:02,22:02:26,Tea,Cookie,3.53,6.00,Mobile,Mobile App,9.52
652,49,3,2024-05-22 7:28,7:28:05,Hot Chocolate,Croissant,3.73,5.04,Mobile,In-Store,8.77
653,42,1,2024-09-04 16:49,16:49:36,Mocha,Bagel,4.63,6.00,Card,In-Store,10.62
654,166,1,2024-06-03 2:32,2:32:35,Cold Brew,Muffin,5.96,3.50,Card,Mobile App,9.46
655,82,2,2024-12-25 3:43,3:43:00,Americano,Cake Pop,3.52,7.46,Mobile,Mobile App,10.98
656,429,2,2024-04-17 18:00,18:00:21,Tea,Protein Box,4.87,5.06,Cash,Mobile App,9.93
657,291,4,2024-04-13 13:45,13:45:22,Hot Chocolate,Sandwich,4.49,2.31,Mobile,In-Store,6.79
658,158,5,2024-06-09 22:34,22:34:09,Cold Brew,Croissant,3.66,5.11,Card,Mobile App,8.77
659,216,1,2024-10-04 7:26,7:26:44,Hot Chocolate,Cake Pop,4.85,2.29,Card,Mobile App,7.15
660,490,5,2024-11-18 22:26,22:26:51,Cold Brew,Oatmeal,4.26,2.35,Cash,Mobile App,6.61
661,158,4,2024-03-20 4:33,4:33:15,Frappuccino,Bagel,4.56,3.20,Card,In-Store,7.75
662,462,1,2024-03-17 18:45,18:45:57,Tea,Cake Pop,5.62,6.82,Mobile,In-Store,12.44
663,134,1,2024-10-04 15:43,15:43:06,Espresso,Sandwich,5.06,4.00,Cash,In-Store,9.07
664,67,5,2025-02-18 10:23,10:23:50,Espresso,None,3.87,5.43,Card,In-Store,9.31
665,336,3,2024-09-16 17:31,17:31:59,Frappuccino,None,6.38,3.14,Mobile,In-Store,9.52
666,7,2,2024-08-03 1:53,1:53:07,Hot Chocolate,Oatmeal,5.41,2.11,Card,In-Store,7.52
667,436,3,2025-02-07 18:49,18:49:12,Frappuccino,Croissant,5.80,7.64,Card,Mobile App,13.43
668,14,5,2024-09-06 6:05,6:05:49,Espresso,Oatmeal,3.74,4.83,Mobile,In-Store,8.57
669,73,2,2024-07-22 11:41,11:41:53,Frappuccino,None,3.64,7.47,Mobile,In-Store,11.11
670,399,3,2024-10-09 17:40,17:40:04,Frappuccino,Bagel,3.56,1.63,Card,Mobile App,5.19
671,405,2,2025-01-08 23:55,23:55:20,Espresso,Sandwich,4.07,1.18,Card,In-Store,5.24
672,163,1,2024-10-09 19:11,19:11:37,Tea,Cookie,4.74,6.85,Mobile,Mobile App,11.59
673,66,3,2024-09-30 3:54,3:54:56,Cold Brew,Bagel,6.31,5.45,Mobile,Mobile App,11.75
674,347,2,2024-12-17 6:08,6:08:08,Tea,Cookie,4.87,1.49,Mobile,Mobile App,6.36
675,130,2,2024-06-06 3:52,3:52:45,Cold Brew,Croissant,4.37,2.15,Card,Mobile App,6.53
676,419,2,2024-07-29 3:12,3:12:47,Hot Chocolate,Muffin,5.19,6.41,Card,In-Store,11.59
677,466,3,2024-06-28 13:26,13:26:19,Frappuccino,Bagel,3.84,3.63,Mobile,In-Store,7.47
678,206,4,2024-09-01 20:42,20:42:53,Frappuccino,Cake Pop,5.33,5.36,Mobile,In-Store,10.69
679,276,3,2024-03-30 23:02,23:02:30,Cappuccino,Cake Pop,5.21,2.55,Mobile,In-Store,7.75
680,466,5,2024-02-27 23:53,23:53:23,Hot Chocolate,Oatmeal,5.88,3.05,Card,Mobile App,8.93
681,256,3,2024-03-12 14:00,14:00:15,Mocha,Bagel,6.46,7.93,Mobile,In-Store,14.39
682,266,2,2025-02-01 6:33,6:33:50,Mocha,Cookie,4.25,1.98,Mobile,In-Store,6.23
683,25,1,2024-05-13 18:24,18:24:41,Cold Brew,Cake Pop,5.03,4.05,Mobile,Mobile App,9.08
684,450,3,2024-02-28 8:23,8:23:55,Americano,Bagel,6.23,6.76,Card,In-Store,12.98
685,281,3,2024-05-20 9:43,9:43:21,Frappuccino,Sandwich,5.86,1.91,Mobile,In-Store,7.77
686,253,2,2024-12-09 4:59,4:59:30,Latte,Bagel,4.96,3.32,Mobile,In-Store,8.28
687,310,1,2024-03-30 23:13,23:13:55,Frappuccino,Oatmeal,6.34,4.92,Cash,Mobile App,11.26
688,289,1,2024-04-09 4:19,4:19:05,Cappuccino,Oatmeal,3.67,3.85,Mobile,Mobile App,7.52
689,164,5,2025-01-15 4:31,4:31:50,Cold Brew,Protein Box,6.29,3.68,Mobile,In-Store,9.97
690,95,3,2024-12-08 11:21,11:21:26,Tea,Muffin,3.65,2.90,Cash,In-Store,6.55
691,270,1,2024-07-06 1:06,1:06:36,Frappuccino,Cookie,5.14,4.69,Mobile,Mobile App,9.84
692,321,1,2024-06-04 21:09,21:09:42,Tea,Oatmeal,6.17,4.99,Mobile,In-Store,11.17
693,110,4,2024-02-26 6:13,6:13:20,Espresso,Oatmeal,4.29,5.23,Mobile,Mobile App,9.51
694,336,4,2024-11-30 6:01,6:01:31,Espresso,Protein Box,4.92,0.56,Card,Mobile App,5.48
695,310,1,2024-10-09 12:50,12:50:05,Hot Chocolate,Cake Pop,4.47,5.05,Mobile,In-Store,9.52
696,238,5,2024-08-08 14:14,14:14:33,Frappuccino,Cake Pop,6.36,7.63,Card,In-Store,13.98
697,381,1,2024-05-09 14:36,14:36:45,Hot Chocolate,Cookie,5.97,4.33,Mobile,Mobile App,10.30
698,436,2,2025-01-26 14:08,14:08:06,Frappuccino,Bagel,5.63,5.72,Mobile,Mobile App,11.35
699,387,3,2024-10-27 7:14,7:14:54,Americano,Muffin,5.26,4.45,Card,In-Store,9.72
700,483,5,2024-02-27 7:29,7:29:05,Cappuccino,Croissant,5.96,6.84,Cash,In-Store,12.80
701,425,2,2024-04-15 19:27,19:27:49,Espresso,Sandwich,4.68,7.44,Mobile,Mobile App,12.11
702,390,5,2024-08-11 3:51,3:51:07,Espresso,Protein Box,4.84,1.47,Card,Mobile App,6.32
703,25,2,2024-07-30 7:04,7:04:34,Latte,Muffin,5.69,3.49,Mobile,In-Store,9.18
704,141,3,2024-05-29 4:36,4:36:24,Hot Chocolate,Croissant,4.57,3.14,Mobile,In-Store,7.71
705,117,3,2024-09-13 15:53,15:53:15,Espresso,Sandwich,3.69,3.24,Mobile,Mobile App,6.93
706,482,4,2024-10-05 16:57,16:57:59,Espresso,Oatmeal,3.72,1.00,Card,In-Store,4.73
707,392,2,2024-04-27 14:42,14:42:24,Latte,Bagel,3.85,6.51,Mobile,Mobile App,10.36
708,405,4,2024-07-18 0:40,0:40:03,Cappuccino,Cookie,6.11,0.29,Mobile,In-Store,6.40
709,482,2,2024-11-23 20:54,20:54:05,Mocha,Oatmeal,4.92,4.23,Mobile,In-Store,9.14
710,452,4,2024-08-30 23:37,23:37:12,Cold Brew,None,5.64,5.30,Mobile,In-Store,10.93
711,25,3,2024-07-08 15:17,15:17:18,Tea,Muffin,4.68,1.66,Cash,Mobile App,6.34
712,79,5,2024-11-10 2:41,2:41:48,Cappuccino,Bagel,4.28,7.25,Cash,In-Store,11.52
713,68,4,2024-09-17 19:21,19:21:40,Americano,None,4.54,6.71,Card,In-Store,11.25
714,173,2,2024-06-07 12:09,12:09:29,Latte,Croissant,5.88,3.77,Mobile,In-Store,9.65
715,444,2,2025-01-22 5:10,5:10:07,Hot Chocolate,Muffin,5.38,3.29,Mobile,In-Store,8.66
716,12,3,2024-06-29 6:13,6:13:58,Americano,Protein Box,6.31,1.89,Card,Mobile App,8.21
717,288,2,2024-04-10 1:13,1:13:20,Mocha,Bagel,5.54,5.84,Cash,In-Store,11.38
718,128,1,2024-11-09 7:49,7:49:11,Tea,Croissant,5.21,1.05,Mobile,In-Store,6.26
719,96,5,2024-04-28 0:35,0:35:03,Tea,Croissant,5.33,5.44,Card,In-Store,10.77
720,92,4,2025-01-10 1:36,1:36:18,Espresso,Cake Pop,6.33,6.74,Cash,In-Store,13.07
721,141,5,2024-06-04 7:14,7:14:03,Frappuccino,Sandwich,5.86,1.83,Card,In-Store,7.69
722,31,3,2025-02-12 9:15,9:15:08,Cold Brew,Cookie,3.57,6.93,Mobile,Mobile App,10.50
723,334,4,2024-03-18 0:01,0:01:26,Frappuccino,Croissant,5.10,0.27,Mobile,In-Store,5.37
724,20,4,2024-05-25 13:21,13:21:07,Latte,None,5.57,7.30,Mobile,In-Store,12.87
725,146,1,2024-05-18 16:58,16:58:20,Cappuccino,Bagel,5.75,0.95,Mobile,In-Store,6.69
726,477,3,2024-08-08 15:10,15:10:30,Espresso,Bagel,4.14,5.17,Mobile,In-Store,9.31
727,316,2,2024-11-17 9:04,9:04:36,Hot Chocolate,Oatmeal,6.10,2.00,Mobile,In-Store,8.10
728,447,1,2024-05-25 22:37,22:37:02,Latte,Cake Pop,6.37,6.69,Card,Mobile App,13.06
729,390,1,2024-03-14 9:43,9:43:10,Americano,None,4.21,4.10,Mobile,Mobile App,8.31
730,160,5,2024-12-04 13:55,13:55:25,Mocha,Muffin,6.15,1.08,Mobile,Mobile App,7.23
731,349,5,2024-03-02 12:57,12:57:05,Americano,Protein Box,3.79,4.57,Card,In-Store,8.36
732,43,5,2025-01-15 23:28,23:28:35,Latte,Protein Box,3.67,3.26,Card,Mobile App,6.93
733,254,1,2024-06-29 6:13,6:13:08,Mocha,None,3.89,5.29,Card,Mobile App,9.18
734,130,2,2024-11-17 12:17,12:17:22,Tea,Sandwich,3.67,7.06,Mobile,In-Store,10.73
735,60,4,2024-09-14 10:45,10:45:34,Americano,Oatmeal,6.04,3.28,Card,In-Store,9.31
736,151,5,2024-06-24 15:29,15:29:03,Frappuccino,Cake Pop,3.68,2.32,Mobile,In-Store,6.00
737,467,2,2024-11-10 13:21,13:21:18,Latte,Sandwich,4.31,0.12,Mobile,In-Store,4.43
738,287,3,2024-03-01 5:43,5:43:42,Latte,None,3.81,4.60,Card,In-Store,8.41
739,499,5,2024-09-02 7:30,7:30:10,Frappuccino,Oatmeal,4.39,3.22,Mobile,Mobile App,7.60
740,5,4,2024-08-20 12:54,12:54:21,Cappuccino,Oatmeal,3.77,3.00,Mobile,In-Store,6.77
741,467,3,2024-02-24 15:53,15:53:38,Cold Brew,Sandwich,5.50,1.46,Mobile,Mobile App,6.97
742,418,3,2024-04-21 14:13,14:13:51,Frappuccino,Muffin,3.90,3.44,Mobile,In-Store,7.34
743,266,4,2025-02-04 23:25,23:25:08,Tea,None,6.06,7.88,Mobile,In-Store,13.93
744,345,5,2024-05-23 5:24,5:24:22,Hot Chocolate,Cookie,5.95,2.38,Card,In-Store,8.33
745,130,1,2024-12-08 14:58,14:58:58,Hot Chocolate,Sandwich,3.54,4.80,Mobile,In-Store,8.34
746,382,4,2024-07-09 0:59,0:59:15,Tea,None,6.19,6.21,Cash,Mobile App,12.40
747,267,4,2024-09-26 18:51,18:51:45,Americano,Muffin,3.59,5.99,Mobile,In-Store,9.58
748,178,4,2024-06-19 8:55,8:55:55,Hot Chocolate,Croissant,4.22,2.63,Mobile,Mobile App,6.85
749,253,3,2024-04-26 12:48,12:48:09,Tea,Cake Pop,3.60,4.89,Mobile,In-Store,8.48
750,415,2,2024-06-19 10:32,10:32:01,Frappuccino,Bagel,4.51,6.97,Mobile,In-Store,11.48
751,56,1,2024-05-16 15:34,15:34:54,Espresso,Cookie,5.04,0.12,Card,In-Store,5.17
752,463,5,2024-06-30 17:38,17:38:57,Cappuccino,Bagel,5.89,3.49,Mobile,In-Store,9.38
753,457,5,2024-06-29 17:20,17:20:20,Cold Brew,Bagel,4.51,1.79,Mobile,In-Store,6.31
754,471,2,2025-01-30 4:17,4:17:46,Americano,Sandwich,5.62,3.11,Card,Mobile App,8.73
755,83,4,2024-05-23 17:03,17:03:12,Tea,Oatmeal,4.06,3.33,Mobile,Mobile App,7.39
756,393,1,2024-04-14 9:10,9:10:23,Frappuccino,None,5.75,5.97,Card,In-Store,11.73
757,99,5,2024-04-02 18:10,18:10:35,Americano,Croissant,4.21,0.75,Card,In-Store,4.96
758,149,5,2024-08-22 15:13,15:13:30,Latte,Croissant,3.93,4.10,Mobile,In-Store,8.03
759,329,4,2024-10-15 8:35,8:35:47,Cold Brew,Oatmeal,4.06,4.51,Mobile,In-Store,8.57
760,156,2,2024-04-14 16:02,16:02:48,Frappuccino,Cake Pop,4.05,3.95,Mobile,Mobile App,8.00
761,190,1,2024-10-13 15:24,15:24:01,Espresso,Oatmeal,5.04,5.85,Card,Mobile App,10.89
762,494,2,2024-10-11 7:06,7:06:35,Americano,Cookie,6.03,3.07,Mobile,Mobile App,9.10
763,371,2,2024-10-29 21:40,21:40:55,Mocha,Cookie,3.74,7.56,Mobile,In-Store,11.30
764,263,1,2024-10-15 10:09,10:09:52,Mocha,Cake Pop,5.62,3.85,Mobile,Mobile App,9.48
765,80,1,2024-07-31 4:23,4:23:29,Hot Chocolate,Sandwich,5.46,4.57,Mobile,Mobile App,10.03
766,400,5,2024-07-21 23:57,23:57:16,Cold Brew,Sandwich,6.12,6.60,Mobile,In-Store,12.72
767,252,5,2024-04-07 18:04,18:04:27,Cappuccino,Protein Box,4.23,2.20,Card,In-Store,6.43
768,97,1,2024-06-22 22:15,22:15:43,Mocha,Bagel,4.85,0.60,Mobile,In-Store,5.45
769,260,3,2024-10-03 3:32,3:32:51,Cappuccino,None,6.28,5.66,Cash,In-Store,11.94
770,260,5,2024-03-23 6:06,6:06:20,Americano,Cake Pop,5.48,3.86,Card,In-Store,9.34
771,103,3,2024-11-27 21:06,21:06:46,Americano,Muffin,4.67,7.17,Mobile,In-Store,11.84
772,40,1,2024-10-24 4:03,4:03:52,Tea,Bagel,3.89,7.86,Mobile,In-Store,11.76
773,273,5,2025-02-12 2:47,2:47:10,Cold Brew,Oatmeal,4.29,3.19,Mobile,Mobile App,7.48
774,101,2,2024-03-14 12:28,12:28:17,Espresso,Croissant,5.24,3.32,Card,Mobile App,8.57
775,359,1,2024-07-27 1:01,1:01:15,Latte,Oatmeal,5.65,3.26,Mobile,Mobile App,8.92
776,380,4,2024-11-25 7:52,7:52:34,Frappuccino,Croissant,3.87,2.60,Cash,Mobile App,6.47
777,308,3,2024-03-31 14:53,14:53:51,Mocha,Oatmeal,5.30,6.25,Card,In-Store,11.55
778,221,1,2024-02-27 16:05,16:05:12,Espresso,Cake Pop,5.15,6.07,Mobile,Mobile App,11.22
779,308,1,2024-06-13 18:13,18:13:07,Tea,Cookie,5.04,3.83,Card,In-Store,8.87
780,420,5,2024-10-06 3:31,3:31:57,Frappuccino,Croissant,5.57,0.36,Mobile,Mobile App,5.93
781,124,5,2024-08-02 9:40,9:40:08,Cold Brew,Oatmeal,6.01,2.48,Card,In-Store,8.49
782,422,5,2024-05-11 18:48,18:48:56,Frappuccino,Cake Pop,4.47,2.34,Mobile,In-Store,6.81
783,231,4,2025-01-21 19:05,19:05:44,Latte,Oatmeal,6.17,6.49,Mobile,In-Store,12.66
784,178,5,2024-03-17 23:26,23:26:31,Frappuccino,Cake Pop,3.98,0.70,Mobile,In-Store,4.68
785,63,1,2024-08-01 17:04,17:04:13,Cold Brew,Protein Box,4.02,6.45,Card,Mobile App,10.46
786,485,5,2024-08-31 20:18,20:18:39,Espresso,Bagel,4.30,5.35,Mobile,In-Store,9.65
787,116,2,2024-08-08 4:32,4:32:20,Latte,Protein Box,3.86,5.86,Cash,Mobile App,9.72
788,191,5,2024-08-09 14:46,14:46:47,Cappuccino,Sandwich,4.19,3.46,Mobile,In-Store,7.65
789,62,4,2025-02-12 8:08,8:08:18,Tea,Cookie,3.82,5.44,Mobile,In-Store,9.26
790,256,2,2024-06-12 22:53,22:53:26,Frappuccino,Protein Box,5.97,4.87,Mobile,Mobile App,10.84
791,483,1,2024-11-20 9:56,9:56:59,Americano,Protein Box,3.92,6.15,Mobile,In-Store,10.07
792,7,1,2024-05-02 19:06,19:06:52,Mocha,None,5.74,3.57,Mobile,Mobile App,9.32
793,155,3,2024-04-07 22:44,22:44:47,Hot Chocolate,Protein Box,3.64,3.78,Mobile,In-Store,7.43
794,92,2,2024-07-05 11:25,11:25:17,Frappuccino,Croissant,6.35,5.15,Card,In-Store,11.49
795,470,3,2024-08-20 4:32,4:32:58,Cappuccino,Cake Pop,5.63,0.86,Mobile,In-Store,6.50
796,14,2,2024-02-29 23:28,23:28:10,Frappuccino,Croissant,3.52,3.49,Mobile,In-Store,7.01
797,455,2,2024-09-13 3:39,3:39:46,Cold Brew,Bagel,5.79,7.78,Mobile,In-Store,13.57
798,229,4,2024-03-24 20:06,20:06:39,Espresso,Sandwich,5.04,0.30,Card,In-Store,5.34
799,86,3,2024-05-20 3:52,3:52:04,Espresso,Sandwich,5.84,2.53,Mobile,Mobile App,8.37
800,133,4,2025-01-21 15:05,15:05:03,Americano,Cookie,5.07,2.51,Mobile,In-Store,7.58
801,183,2,2025-01-08 17:22,17:22:41,Tea,Bagel,5.42,5.07,Mobile,In-Store,10.49
802,386,1,2024-05-26 15:58,15:58:24,Americano,Cookie,5.86,0.85,Card,Mobile App,6.71
803,62,2,2024-10-12 15:26,15:26:02,Tea,Oatmeal,4.72,5.03,Card,Mobile App,9.74
804,219,4,2024-11-05 19:52,19:52:53,Cold Brew,Oatmeal,3.51,0.76,Mobile,Mobile App,4.27
805,405,3,2024-12-30 9:17,9:17:19,Mocha,None,6.05,0.76,Mobile,In-Store,6.81
806,246,3,2024-08-12 5:01,5:01:31,Hot Chocolate,Cake Pop,4.64,5.83,Card,In-Store,10.47
807,230,4,2024-07-24 5:08,5:08:32,Tea,Sandwich,4.99,2.59,Cash,In-Store,7.58
808,79,3,2024-06-17 13:54,13:54:44,Hot Chocolate,Cake Pop,3.52,7.82,Card,In-Store,11.34
809,149,5,2024-07-12 7:26,7:26:45,Espresso,Croissant,4.98,0.30,Cash,Mobile App,5.28
810,138,1,2024-08-21 21:32,21:32:07,Espresso,Bagel,6.46,3.56,Card,Mobile App,10.02
811,471,1,2024-08-30 2:56,2:56:52,Cappuccino,Cookie,4.33,0.91,Card,Mobile App,5.24
812,314,1,2024-07-04 3:53,3:53:12,Hot Chocolate,Croissant,4.69,2.81,Mobile,In-Store,7.50
813,376,3,2024-12-10 20:01,20:01:44,Tea,Oatmeal,5.56,7.99,Mobile,Mobile App,13.55
814,423,3,2024-10-17 1:08,1:08:05,Hot Chocolate,Muffin,5.94,7.11,Mobile,In-Store,13.06
815,389,2,2024-07-03 17:34,17:34:08,Cold Brew,Protein Box,4.75,0.39,Card,In-Store,5.14
816,65,2,2024-06-17 21:54,21:54:02,Cappuccino,Cookie,4.43,4.51,Cash,In-Store,8.94
817,13,1,2025-02-02 18:10,18:10:20,Cappuccino,Cookie,6.31,5.18,Card,In-Store,11.50
818,213,5,2024-05-04 5:56,5:56:47,Latte,Sandwich,5.53,1.68,Mobile,In-Store,7.21
819,474,2,2024-10-15 12:23,12:23:13,Hot Chocolate,Cake Pop,3.86,1.16,Mobile,Mobile App,5.02
820,242,2,2025-02-19 5:06,5:06:43,Hot Chocolate,Muffin,3.71,7.24,Mobile,Mobile App,10.94
821,493,3,2024-12-26 23:21,23:21:09,Espresso,Sandwich,4.95,7.75,Mobile,In-Store,12.70
822,213,5,2024-03-17 12:57,12:57:31,Hot Chocolate,Protein Box,4.16,7.94,Card,In-Store,12.10
823,181,1,2024-07-02 10:10,10:10:47,Americano,Sandwich,4.26,6.32,Cash,In-Store,10.58
824,338,2,2024-11-22 17:23,17:23:27,Americano,Sandwich,6.13,5.31,Mobile,Mobile App,11.44
825,485,5,2024-11-21 13:00,13:00:26,Cold Brew,Sandwich,3.77,2.77,Mobile,In-Store,6.53
826,173,5,2024-06-05 23:05,23:05:26,Hot Chocolate,Cake Pop,5.65,1.37,Card,Mobile App,7.02
827,160,1,2024-09-26 1:49,1:49:53,Tea,Sandwich,4.31,0.63,Mobile,Mobile App,4.95
828,164,5,2024-02-25 12:27,12:27:03,Cappuccino,Sandwich,5.78,5.55,Card,Mobile App,11.33
829,465,5,2024-11-15 21:17,21:17:49,Espresso,Sandwich,5.67,6.28,Mobile,In-Store,11.95
830,483,5,2024-06-20 8:52,8:52:58,Tea,Sandwich,3.52,6.61,Mobile,Mobile App,10.13
831,497,2,2024-07-14 3:55,3:55:49,Cappuccino,Cookie,5.03,7.31,Mobile,Mobile App,12.34
832,188,1,2024-06-07 4:26,4:26:58,Hot Chocolate,Muffin,3.92,7.04,Mobile,In-Store,10.96
